image_107,15:33:43:7 ,-0.02
image_108,15:33:43:8 ,-0.04
image_109,15:33:43:9 ,-0.02
image_110,15:33:44:0 ,-0.04
image_111,15:33:44:1 ,-0.08
image_112,15:33:44:2 ,-0.04
image_113,15:33:44:3 ,-0.02
image_114,15:33:44:4 ,-0.03
image_115,15:33:44:5 ,0.03
image_116,15:33:44:6 ,0.05
image_117,15:33:44:7 ,0
image_118,15:33:44:8 ,-0.01
image_119,15:33:44:9 ,0
image_120,15:33:45:0 ,0.01
image_121,15:33:45:1 ,-0.07
image_122,15:33:45:2 ,-0.04
image_123,15:33:45:3 ,0
image_124,15:33:45:4 ,0
image_125,15:33:45:5 ,0.04
image_126,15:33:45:6 ,0.05
image_127,15:33:45:7 ,0
image_128,15:33:45:8 ,-0.03
image_129,15:33:45:9 ,-0.02
image_130,15:33:46:0 ,-0.03
image_131,15:33:46:1 ,-0.07
image_132,15:33:46:2 ,-0.06
image_133,15:33:46:3 ,-0.06
image_134,15:33:46:4 ,-0.04
image_135,15:33:46:5 ,0.02
image_136,15:33:46:6 ,0.06
image_137,15:33:46:7 ,-0.06
image_138,15:33:46:8 ,-0.07
image_139,15:33:46:9 ,-0.06
image_140,15:33:47:0 ,-0.07
image_141,15:33:47:1 ,-0.08
image_142,15:33:47:2 ,-0.05
image_143,15:33:47:3 ,-0.08
image_144,15:33:47:4 ,0.02
image_145,15:33:47:5 ,0.02
image_146,15:33:47:6 ,-0.02
image_147,15:33:47:7 ,-0.04
image_148,15:33:47:8 ,-0.04
image_149,15:33:47:9 ,-0.06
image_150,15:33:48:0 ,-0.1
image_151,15:33:48:1 ,-0.08
image_152,15:33:48:2 ,-0.07
image_153,15:33:48:3 ,-0.04
image_154,15:33:48:4 ,0.01
image_155,15:33:48:5 ,0.02
image_156,15:33:48:6 ,-0.05
image_157,15:33:48:7 ,-0.07
image_158,15:33:48:8 ,-0.06
image_159,15:33:48:9 ,-0.09
image_160,15:33:49:0 ,-0.11
image_161,15:33:49:1 ,-0.12
image_162,15:33:49:2 ,-0.1
image_163,15:33:49:3 ,-0.04
image_164,15:33:49:4 ,0.02
image_165,15:33:49:5 ,-0.04
image_166,15:33:49:6 ,-0.03
image_167,15:33:49:7 ,-0.07
image_168,15:33:49:8 ,-0.07
image_169,15:33:49:9 ,-0.08
image_170,15:33:50:0 ,-0.09
image_171,15:33:50:1 ,-0.06
image_172,15:33:50:2 ,-0.05
image_173,15:33:50:3 ,-0.01
image_174,15:33:50:4 ,-0.01
image_175,15:33:50:5 ,-0.04
image_176,15:33:50:6 ,-0.02
image_177,15:33:50:7 ,-0.04
image_178,15:33:50:8 ,-0.03
image_179,15:33:50:9 ,-0.08
image_180,15:33:51:0 ,-0.09
image_181,15:33:51:1 ,-0.06
image_182,15:33:51:2 ,-0.04
image_183,15:33:51:3 ,0.03
image_184,15:33:51:4 ,-0.01
image_185,15:33:51:5 ,-0.05
image_186,15:33:51:6 ,-0.05
image_187,15:33:51:7 ,-0.04
image_188,15:33:51:8 ,-0.01
image_189,15:33:51:9 ,-0.04
image_190,15:33:52:0 ,-0.01
image_191,15:33:52:1 ,-0.03
image_192,15:33:52:2 ,0.01
image_193,15:33:52:3 ,0.01
image_194,15:33:52:4 ,0.03
image_195,15:33:52:5 ,0.02
image_196,15:33:52:6 ,0
image_197,15:33:52:7 ,0.03
image_198,15:33:52:8 ,-0.08
image_199,15:33:52:9 ,-0.08
image_200,15:33:53:0 ,-0.05
image_201,15:33:53:1 ,0.01
image_202,15:33:53:2 ,0
image_203,15:33:53:3 ,0.02
image_204,15:33:53:4 ,0
image_205,15:33:53:5 ,-0.02
image_206,15:33:53:6 ,-0.02
image_207,15:33:53:7 ,-0.05
image_208,15:33:53:8 ,-0.01
image_209,15:33:53:9 ,-0.08
image_210,15:33:54:0 ,-0.05
image_211,15:33:54:1 ,-0.02
image_212,15:33:54:2 ,0.02
image_213,15:33:54:3 ,0
image_214,15:33:54:4 ,-0.06
image_215,15:33:54:5 ,0.01
image_216,15:33:54:6 ,-0.04
image_217,15:33:54:7 ,-0.07
image_218,15:33:54:8 ,-0.12
image_219,15:33:54:9 ,-0.08
image_220,15:33:55:0 ,0.01
image_221,15:33:55:1 ,0.04
image_222,15:33:55:2 ,-0.05
image_223,15:33:55:3 ,-0.1
image_224,15:33:55:4 ,-0.07
image_225,15:33:55:5 ,-0.1
image_226,15:33:55:6 ,-0.08
image_227,15:33:55:7 ,-0.12
image_228,15:33:55:8 ,-0.09
image_229,15:33:55:9 ,-0.02
image_230,15:33:56:0 ,-0.02
image_231,15:33:56:1 ,-0.02
image_232,15:33:56:2 ,-0.1
image_233,15:33:56:3 ,-0.08
image_234,15:33:56:4 ,-0.07
image_235,15:33:56:5 ,-0.07
image_236,15:33:56:6 ,-0.08
image_237,15:33:56:7 ,-0.06
image_238,15:33:56:8 ,-0.04
image_239,15:33:56:9 ,0.02
image_240,15:33:57:0 ,-0.06
image_241,15:33:57:1 ,-0.07
image_242,15:33:57:2 ,-0.04
image_243,15:33:57:3 ,-0.07
image_244,15:33:57:4 ,-0.06
image_245,15:33:57:5 ,-0.11
image_246,15:33:57:6 ,-0.11
image_247,15:33:57:7 ,-0.03
image_248,15:33:57:8 ,-0.04
image_249,15:33:57:9 ,-0.03
image_250,15:33:58:0 ,-0.04
image_251,15:33:58:1 ,-0.09
image_252,15:33:58:2 ,-0.09
image_253,15:33:58:3 ,-0.1
image_254,15:33:58:4 ,-0.1
image_255,15:33:58:5 ,-0.04
image_256,15:33:58:6 ,-0.04
image_257,15:33:58:7 ,-0.02
image_258,15:33:58:8 ,-0.07
image_259,15:33:58:9 ,-0.07
image_260,15:33:59:0 ,-0.06
image_261,15:33:59:1 ,-0.13
image_262,15:33:59:2 ,-0.12
image_263,15:33:59:3 ,-0.14
image_264,15:33:59:4 ,-0.09
image_265,15:33:59:5 ,-0.06
image_266,15:33:59:6 ,-0.01
image_267,15:33:59:7 ,-0.03
image_268,15:33:59:8 ,-0.05
image_269,15:33:59:9 ,-0.07
image_270,15:34:00:0 ,-0.08
image_271,15:34:00:1 ,-0.09
image_272,15:34:00:2 ,-0.08
image_273,15:34:00:3 ,-0.05
image_274,15:34:00:4 ,-0.06
image_275,15:34:00:5 ,-0.07
image_276,15:34:00:6 ,-0.07
image_277,15:34:00:7 ,-0.04
image_278,15:34:00:8 ,-0.08
image_279,15:34:00:9 ,-0.07
image_280,15:34:01:0 ,-0.07
image_281,15:34:01:1 ,-0.06
image_282,15:34:01:2 ,-0.04
image_283,15:34:01:3 ,-0.02
image_284,15:34:01:4 ,-0.07
image_285,15:34:01:5 ,-0.04
image_286,15:34:01:6 ,-0.1
image_287,15:34:01:7 ,-0.13
image_288,15:34:01:8 ,-0.13
image_289,15:34:01:9 ,-0.12
image_290,15:34:02:0 ,-0.11
image_291,15:34:02:1 ,-0.07
image_292,15:34:02:2 ,-0.09
image_293,15:34:02:3 ,-0.06
image_294,15:34:02:4 ,-0.02
image_295,15:34:02:5 ,-0.03
image_296,15:34:02:6 ,-0.09
image_297,15:34:02:7 ,-0.12
image_298,15:34:02:8 ,-0.04
image_299,15:34:02:9 ,-0.05
image_300,15:34:03:0 ,-0.03
image_301,15:34:03:1 ,-0.08
image_302,15:34:03:2 ,-0.06
image_303,15:34:03:3 ,-0.07
image_304,15:34:03:4 ,-0.08
image_305,15:34:03:5 ,-0.1
image_306,15:34:03:6 ,-0.07
image_307,15:34:03:7 ,-0.03
image_308,15:34:03:8 ,-0.03
image_309,15:34:03:9 ,-0.01
image_310,15:34:04:0 ,-0.06
image_311,15:34:04:1 ,-0.1
image_312,15:34:04:2 ,-0.06
image_313,15:34:04:3 ,-0.12
image_314,15:34:04:4 ,-0.16
image_315,15:34:04:5 ,-0.14
image_316,15:34:04:6 ,-0.11
image_317,15:34:04:7 ,-0.06
image_318,15:34:04:8 ,-0.04
image_319,15:34:04:9 ,-0.06
image_320,15:34:05:0 ,-0.07
image_321,15:34:05:1 ,-0.08
image_322,15:34:05:2 ,-0.09
image_323,15:34:05:3 ,-0.15
image_324,15:34:05:4 ,-0.12
image_325,15:34:05:5 ,-0.1
image_326,15:34:05:6 ,-0.08
image_327,15:34:05:7 ,-0.08
image_328,15:34:05:8 ,-0.08
image_329,15:34:05:9 ,-0.08
image_330,15:34:06:0 ,-0.09
image_331,15:34:06:1 ,-0.1
image_332,15:34:06:2 ,-0.12
image_333,15:34:06:3 ,-0.11
image_334,15:34:06:4 ,-0.09
image_335,15:34:06:5 ,-0.08
image_336,15:34:06:6 ,-0.08
image_337,15:34:06:7 ,-0.08
image_338,15:34:06:8 ,-0.1
image_339,15:34:06:9 ,-0.06
image_340,15:34:07:0 ,-0.05
image_341,15:34:07:1 ,-0.13
image_342,15:34:07:2 ,-0.16
image_343,15:34:07:3 ,-0.16
image_344,15:34:07:4 ,-0.11
image_345,15:34:07:5 ,-0.09
image_346,15:34:07:6 ,-0.05
image_347,15:34:07:7 ,-0.07
image_348,15:34:07:8 ,-0.07
image_349,15:34:07:9 ,-0.04
image_350,15:34:08:0 ,-0.02
image_351,15:34:08:1 ,-0.09
image_352,15:34:08:2 ,-0.14
image_353,15:34:08:3 ,-0.08
image_354,15:34:08:4 ,-0.08
image_355,15:34:08:5 ,-0.09
image_356,15:34:08:6 ,-0.02
image_357,15:34:08:7 ,-0.04
image_358,15:34:08:8 ,-0.07
image_359,15:34:08:9 ,-0.07
image_360,15:34:09:0 ,-0.11
image_361,15:34:09:1 ,-0.08
image_362,15:34:09:2 ,-0.08
image_363,15:34:09:3 ,-0.09
image_364,15:34:09:4 ,-0.05
image_365,15:34:09:5 ,-0.06
image_366,15:34:09:6 ,-0.06
image_367,15:34:09:7 ,-0.07
image_368,15:34:09:8 ,-0.05
image_369,15:34:09:9 ,-0.06
image_370,15:34:10:0 ,-0.1
image_371,15:34:10:1 ,-0.14
image_372,15:34:10:2 ,-0.15
image_373,15:34:10:3 ,-0.1
image_374,15:34:10:4 ,-0.05
image_375,15:34:10:5 ,-0.04
image_376,15:34:10:6 ,-0.08
image_377,15:34:10:7 ,-0.07
image_378,15:34:10:8 ,-0.08
image_379,15:34:10:9 ,-0.14
image_380,15:34:11:0 ,-0.13
image_381,15:34:11:1 ,-0.12
image_382,15:34:11:2 ,-0.09
image_383,15:34:11:3 ,-0.07
image_384,15:34:11:4 ,-0.05
image_385,15:34:11:5 ,-0.05
image_386,15:34:11:6 ,-0.06
image_387,15:34:11:7 ,-0.09
image_388,15:34:11:8 ,-0.13
image_389,15:34:11:9 ,-0.12
image_390,15:34:12:0 ,-0.12
image_391,15:34:12:1 ,-0.08
image_392,15:34:12:2 ,-0.07
image_393,15:34:12:3 ,0
image_394,15:34:12:4 ,-0.03
image_395,15:34:12:5 ,-0.03
image_396,15:34:12:6 ,-0.04
image_397,15:34:12:7 ,-0.12
image_398,15:34:12:8 ,-0.09
image_399,15:34:12:9 ,-0.06
image_400,15:34:13:0 ,-0.06
image_401,15:34:13:1 ,-0.06
image_402,15:34:13:2 ,-0.02
image_403,15:34:13:3 ,0.01
image_404,15:34:13:4 ,-0.03
image_405,15:34:13:5 ,-0.07
image_406,15:34:13:6 ,-0.05
image_407,15:34:13:7 ,-0.08
image_408,15:34:13:8 ,-0.07
image_409,15:34:13:9 ,-0.11
image_410,15:34:14:0 ,-0.13
image_411,15:34:14:1 ,-0.11
image_412,15:34:14:2 ,-0.07
image_413,15:34:14:3 ,-0.05
image_414,15:34:14:4 ,-0.08
image_415,15:34:14:5 ,-0.1
image_416,15:34:14:6 ,-0.09
image_417,15:34:14:7 ,-0.1
image_418,15:34:14:8 ,-0.1
image_419,15:34:14:9 ,-0.11
image_420,15:34:15:0 ,-0.1
image_421,15:34:15:1 ,-0.1
image_422,15:34:15:2 ,-0.09
image_423,15:34:15:3 ,-0.03
image_424,15:34:15:4 ,-0.09
image_425,15:34:15:5 ,-0.11
image_426,15:34:15:6 ,-0.1
image_427,15:34:15:7 ,-0.09
image_428,15:34:15:8 ,-0.17
image_429,15:34:15:9 ,-0.12
image_430,15:34:16:0 ,-0.07
image_431,15:34:16:1 ,-0.07
image_432,15:34:16:2 ,0.02
image_433,15:34:16:3 ,0
image_434,15:34:16:4 ,-0.08
image_435,15:34:16:5 ,-0.1
image_436,15:34:16:6 ,-0.07
image_437,15:34:16:7 ,-0.09
image_438,15:34:16:8 ,-0.07
image_439,15:34:16:9 ,-0.02
image_440,15:34:17:0 ,-0.01
image_441,15:34:17:1 ,0
image_442,15:34:17:2 ,-0.02
image_443,15:34:17:3 ,-0.05
image_444,15:34:17:4 ,-0.03
image_445,15:34:17:5 ,-0.04
image_446,15:34:17:6 ,-0.05
image_447,15:34:17:7 ,-0.12
image_448,15:34:17:8 ,-0.11
image_449,15:34:17:9 ,-0.1
image_450,15:34:18:0 ,-0.1
image_451,15:34:18:1 ,0
image_452,15:34:18:2 ,-0.02
image_453,15:34:18:3 ,-0.02
image_454,15:34:18:4 ,-0.09
image_455,15:34:18:5 ,0.01
image_456,15:34:18:6 ,-0.05
image_457,15:34:18:7 ,-0.09
image_458,15:34:18:8 ,-0.09
image_459,15:34:18:9 ,-0.06
image_460,15:34:19:0 ,-0.08
image_461,15:34:19:1 ,-0.05
image_462,15:34:19:2 ,-0.07
image_463,15:34:19:3 ,-0.08
image_464,15:34:19:4 ,-0.05
image_465,15:34:19:5 ,-0.1
image_466,15:34:19:6 ,-0.11
image_467,15:34:19:7 ,-0.1
image_468,15:34:19:8 ,-0.1
image_469,15:34:19:9 ,-0.06
image_470,15:34:20:0 ,-0.07
image_471,15:34:20:1 ,-0.09
image_472,15:34:20:2 ,-0.12
image_473,15:34:20:3 ,-0.12
image_474,15:34:20:4 ,-0.1
image_475,15:34:20:5 ,-0.09
image_476,15:34:20:6 ,-0.08
image_477,15:34:20:7 ,-0.04
image_478,15:34:20:8 ,-0.02
image_479,15:34:20:9 ,-0.02
image_480,15:34:21:0 ,-0.09
image_481,15:34:21:1 ,-0.06
image_482,15:34:21:2 ,-0.08
image_483,15:34:21:3 ,-0.07
image_484,15:34:21:4 ,-0.1
image_485,15:34:21:5 ,-0.11
image_486,15:34:21:6 ,-0.09
image_487,15:34:21:7 ,-0.06
image_488,15:34:21:8 ,0.01
image_489,15:34:21:9 ,-0.02
image_490,15:34:22:0 ,-0.07
image_491,15:34:22:1 ,-0.06
image_492,15:34:22:2 ,-0.06
image_493,15:34:22:3 ,-0.05
image_494,15:34:22:4 ,-0.07
image_495,15:34:22:5 ,-0.09
image_496,15:34:22:6 ,-0.12
image_497,15:34:22:7 ,-0.06
image_498,15:34:22:8 ,-0.03
image_499,15:34:22:9 ,-0.02
image_500,15:34:23:0 ,-0.07
image_501,15:34:23:1 ,-0.06
image_502,15:34:23:2 ,-0.05
image_503,15:34:23:3 ,-0.11
image_504,15:34:23:4 ,-0.11
image_505,15:34:23:5 ,-0.1
image_506,15:34:23:6 ,-0.07
image_507,15:34:23:7 ,-0.03
image_508,15:34:23:8 ,-0.02
image_509,15:34:23:9 ,-0.05
image_510,15:34:24:0 ,-0.1
image_511,15:34:24:1 ,-0.06
image_512,15:34:24:2 ,-0.05
image_513,15:34:24:3 ,-0.12
image_514,15:34:24:4 ,-0.09
image_515,15:34:24:5 ,-0.1
image_516,15:34:24:6 ,-0.03
image_517,15:34:24:7 ,-0.04
image_518,15:34:24:8 ,-0.03
image_519,15:34:24:9 ,-0.06
image_520,15:34:25:0 ,-0.07
image_521,15:34:25:1 ,-0.04
image_522,15:34:25:2 ,-0.06
image_523,15:34:25:3 ,-0.08
image_524,15:34:25:4 ,-0.08
image_525,15:34:25:5 ,-0.08
image_526,15:34:25:6 ,-0.01
image_527,15:34:25:7 ,0.03
image_528,15:34:25:8 ,-0.07
image_529,15:34:25:9 ,-0.08
image_530,15:34:26:0 ,-0.05
image_531,15:34:26:1 ,-0.07
image_532,15:34:26:2 ,-0.1
image_533,15:34:26:3 ,-0.09
image_534,15:34:26:4 ,-0.07
image_535,15:34:26:5 ,-0.06
image_536,15:34:26:6 ,-0.05
image_537,15:34:26:7 ,-0.02
image_538,15:34:26:8 ,-0.01
image_539,15:34:26:9 ,-0.08
image_540,15:34:27:0 ,-0.05
image_541,15:34:27:1 ,-0.12
image_542,15:34:27:2 ,-0.09
image_543,15:34:27:3 ,-0.09
image_544,15:34:27:4 ,-0.08
image_545,15:34:27:5 ,-0.06
image_546,15:34:27:6 ,-0.06
image_547,15:34:27:7 ,-0.05
image_548,15:34:27:8 ,-0.07
image_549,15:34:27:9 ,-0.07
image_550,15:34:28:0 ,-0.06
image_551,15:34:28:1 ,-0.09
image_552,15:34:28:2 ,-0.04
image_553,15:34:28:3 ,-0.09
image_554,15:34:28:4 ,-0.02
image_555,15:34:28:5 ,0.02
image_556,15:34:28:6 ,-0.04
image_557,15:34:28:7 ,-0.05
image_558,15:34:28:8 ,-0.04
image_559,15:34:28:9 ,-0.08
image_560,15:34:29:0 ,-0.12
image_561,15:34:29:1 ,-0.1
image_562,15:34:29:2 ,-0.09
image_563,15:34:29:3 ,-0.11
image_564,15:34:29:4 ,-0.02
image_565,15:34:29:5 ,0
image_566,15:34:29:6 ,-0.02
image_567,15:34:29:7 ,-0.02
image_568,15:34:29:8 ,-0.04
image_569,15:34:29:9 ,-0.08
image_570,15:34:30:0 ,-0.11
image_571,15:34:30:1 ,-0.06
image_572,15:34:30:2 ,-0.06
image_573,15:34:30:3 ,-0.03
image_574,15:34:30:4 ,-0.01
image_575,15:34:30:5 ,-0.03
image_576,15:34:30:6 ,-0.09
image_577,15:34:30:7 ,-0.04
image_578,15:34:30:8 ,-0.05
image_579,15:34:30:9 ,-0.07
image_580,15:34:31:0 ,-0.08
image_581,15:34:31:1 ,-0.07
image_582,15:34:31:2 ,-0.09
image_583,15:34:31:3 ,0
image_584,15:34:31:4 ,-0.01
image_585,15:34:31:5 ,-0.01
image_586,15:34:31:6 ,-0.04
image_587,15:34:31:7 ,-0.07
image_588,15:34:31:8 ,-0.04
image_589,15:34:31:9 ,-0.11
image_590,15:34:32:0 ,-0.07
image_591,15:34:32:1 ,-0.08
image_592,15:34:32:2 ,-0.08
image_593,15:34:32:3 ,-0.06
image_594,15:34:32:4 ,-0.03
image_595,15:34:32:5 ,-0.06
image_596,15:34:32:6 ,-0.01
image_597,15:34:32:7 ,-0.04
image_598,15:34:32:8 ,-0.09
image_599,15:34:32:9 ,-0.11
image_600,15:34:33:0 ,-0.06
image_601,15:34:33:1 ,-0.07
image_602,15:34:33:2 ,-0.03
image_603,15:34:33:3 ,0
image_604,15:34:33:4 ,-0.04
image_605,15:34:33:5 ,-0.07
image_606,15:34:33:6 ,-0.08
image_607,15:34:33:7 ,-0.05
image_608,15:34:33:8 ,-0.06
image_609,15:34:33:9 ,-0.04
image_610,15:34:34:0 ,-0.08
image_611,15:34:34:1 ,-0.11
image_612,15:34:34:2 ,-0.03
image_613,15:34:34:3 ,0.03
image_614,15:34:34:4 ,-0.06
image_615,15:34:34:5 ,-0.04
image_616,15:34:34:6 ,-0.01
image_617,15:34:34:7 ,-0.06
image_618,15:34:34:8 ,-0.06
image_619,15:34:34:9 ,-0.04
image_620,15:34:35:0 ,-0.08
image_621,15:34:35:1 ,-0.06
image_622,15:34:35:2 ,-0.01
image_623,15:34:35:3 ,-0.06
image_624,15:34:35:4 ,-0.05
image_625,15:34:35:5 ,-0.06
image_626,15:34:35:6 ,-0.01
image_627,15:34:35:7 ,-0.06
image_628,15:34:35:8 ,-0.05
image_629,15:34:35:9 ,-0.08
image_630,15:34:36:0 ,-0.09
image_631,15:34:36:1 ,0
image_632,15:34:36:2 ,-0.01
image_633,15:34:36:3 ,-0.06
image_634,15:34:36:4 ,-0.08
image_635,15:34:36:5 ,-0.06
image_636,15:34:36:6 ,-0.08
image_637,15:34:36:7 ,-0.1
image_638,15:34:36:8 ,-0.06
image_639,15:34:36:9 ,-0.07
image_640,15:34:37:0 ,-0.01
image_641,15:34:37:1 ,0
image_642,15:34:37:2 ,-0.04
image_643,15:34:37:3 ,-0.03
image_644,15:34:37:4 ,-0.02
image_645,15:34:37:5 ,-0.04
image_646,15:34:37:6 ,-0.08
image_647,15:34:37:7 ,-0.1
image_648,15:34:37:8 ,-0.09
image_649,15:34:37:9 ,-0.09
image_650,15:34:38:0 ,-0.03
image_651,15:34:38:1 ,-0.04
image_652,15:34:38:2 ,-0.03
image_653,15:34:38:3 ,-0.05
image_654,15:34:38:4 ,-0.02
image_655,15:34:38:5 ,-0.01
image_656,15:34:38:6 ,-0.05
image_657,15:34:38:7 ,-0.05
image_658,15:34:38:8 ,-0.03
image_659,15:34:38:9 ,-0.05
image_660,15:34:39:0 ,0.01
image_661,15:34:39:1 ,0.02
image_662,15:34:39:2 ,-0.04
image_663,15:34:39:3 ,-0.05
image_664,15:34:39:4 ,0
image_665,15:34:39:5 ,-0.05
image_666,15:34:39:6 ,-0.05
image_667,15:34:39:7 ,-0.03
image_668,15:34:39:8 ,-0.08
image_669,15:34:39:9 ,-0.03
image_670,15:34:40:0 ,0
image_671,15:34:40:1 ,-0.06
image_672,15:34:40:2 ,-0.07
image_673,15:34:40:3 ,-0.08
image_674,15:34:40:4 ,-0.05
image_675,15:34:40:5 ,-0.12
image_676,15:34:40:6 ,-0.14
image_677,15:34:40:7 ,-0.1
image_678,15:34:40:8 ,-0.08
image_679,15:34:40:9 ,0
image_680,15:34:41:0 ,0.02
image_681,15:34:41:1 ,-0.04
image_682,15:34:41:2 ,-0.06
image_683,15:34:41:3 ,-0.05
image_684,15:34:41:4 ,-0.06
image_685,15:34:41:5 ,-0.05
image_686,15:34:41:6 ,-0.05
image_687,15:34:41:7 ,-0.06
image_688,15:34:41:8 ,-0.01
image_689,15:34:41:9 ,-0.01
image_690,15:34:42:0 ,-0.06
image_691,15:34:42:1 ,-0.04
image_692,15:34:42:2 ,-0.08
image_693,15:34:42:3 ,-0.06
image_694,15:34:42:4 ,-0.09
image_695,15:34:42:5 ,-0.08
image_696,15:34:42:6 ,-0.08
image_697,15:34:42:7 ,-0.04
image_698,15:34:42:8 ,-0.01
image_699,15:34:42:9 ,-0.03
image_700,15:34:43:0 ,-0.06
image_701,15:34:43:1 ,-0.01
image_702,15:34:43:2 ,-0.04
image_703,15:34:43:3 ,-0.06
image_704,15:34:43:4 ,-0.08
image_705,15:34:43:5 ,-0.08
image_706,15:34:43:6 ,-0.04
image_707,15:34:43:7 ,0.15
image_708,15:34:43:8 ,0.01
image_709,15:34:43:9 ,-0.1
image_710,15:34:44:0 ,-0.07
image_711,15:34:44:1 ,-0.06
image_712,15:34:44:2 ,-0.04
image_713,15:34:44:3 ,-0.05
image_714,15:34:44:4 ,-0.05
image_715,15:34:44:5 ,-0.06
image_716,15:34:44:6 ,0.02
image_717,15:34:44:7 ,0.05
image_718,15:34:44:8 ,-0.03
image_719,15:34:44:9 ,-0.03
image_720,15:34:45:0 ,-0.03
image_721,15:34:45:1 ,-0.05
image_722,15:34:45:2 ,-0.04
image_723,15:34:45:3 ,-0.07
image_724,15:34:45:4 ,-0.04
image_725,15:34:45:5 ,-0.01
image_726,15:34:45:6 ,0.03
image_727,15:34:45:7 ,0.01
image_728,15:34:45:8 ,-0.02
image_729,15:34:45:9 ,0.02
image_730,15:34:46:0 ,0
image_731,15:34:46:1 ,-0.05
image_732,15:34:46:2 ,-0.1
image_733,15:34:46:3 ,-0.05
image_734,15:34:46:4 ,-0.06
image_735,15:34:46:5 ,-0.04
image_736,15:34:46:6 ,0.01
image_737,15:34:46:7 ,0.01
image_738,15:34:46:8 ,0
image_739,15:34:46:9 ,0
image_740,15:34:47:0 ,0.04
image_741,15:34:47:1 ,-0.07
image_742,15:34:47:2 ,-0.03
image_743,15:34:47:3 ,-0.03
image_744,15:34:47:4 ,-0.03
image_745,15:34:47:5 ,0.04
image_746,15:34:47:6 ,0.03
